filename,filepath,original_subfolder,macro_class_index,macro_class_name,split_multiclass_3class
Escorregamento_164.wav,Base_de_Dados\Escorregamento\Escorregamento_164.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_165.wav,Base_de_Dados\Escorregamento\Escorregamento_165.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_166.wav,Base_de_Dados\Escorregamento\Escorregamento_166.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_167.wav,Base_de_Dados\Escorregamento\Escorregamento_167.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_168.wav,Base_de_Dados\Escorregamento\Escorregamento_168.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_169.wav,Base_de_Dados\Escorregamento\Escorregamento_169.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_17.wav,Base_de_Dados\Escorregamento\Escorregamento_17.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_170.wav,Base_de_Dados\Escorregamento\Escorregamento_170.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_171.wav,Base_de_Dados\Escorregamento\Escorregamento_171.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_172.wav,Base_de_Dados\Escorregamento\Escorregamento_172.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_173.wav,Base_de_Dados\Escorregamento\Escorregamento_173.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_174.wav,Base_de_Dados\Escorregamento\Escorregamento_174.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_175.wav,Base_de_Dados\Escorregamento\Escorregamento_175.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_176.wav,Base_de_Dados\Escorregamento\Escorregamento_176.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_177.wav,Base_de_Dados\Escorregamento\Escorregamento_177.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_178.wav,Base_de_Dados\Escorregamento\Escorregamento_178.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_179.wav,Base_de_Dados\Escorregamento\Escorregamento_179.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_18.wav,Base_de_Dados\Escorregamento\Escorregamento_18.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_19.wav,Base_de_Dados\Escorregamento\Escorregamento_19.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_2.wav,Base_de_Dados\Escorregamento\Escorregamento_2.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_20.wav,Base_de_Dados\Escorregamento\Escorregamento_20.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_21.wav,Base_de_Dados\Escorregamento\Escorregamento_21.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_22.wav,Base_de_Dados\Escorregamento\Escorregamento_22.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_23.wav,Base_de_Dados\Escorregamento\Escorregamento_23.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_24.wav,Base_de_Dados\Escorregamento\Escorregamento_24.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_25.wav,Base_de_Dados\Escorregamento\Escorregamento_25.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_26.wav,Base_de_Dados\Escorregamento\Escorregamento_26.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_27.wav,Base_de_Dados\Escorregamento\Escorregamento_27.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_28.wav,Base_de_Dados\Escorregamento\Escorregamento_28.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_29.wav,Base_de_Dados\Escorregamento\Escorregamento_29.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_3.wav,Base_de_Dados\Escorregamento\Escorregamento_3.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_30.wav,Base_de_Dados\Escorregamento\Escorregamento_30.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_31.wav,Base_de_Dados\Escorregamento\Escorregamento_31.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_32.wav,Base_de_Dados\Escorregamento\Escorregamento_32.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_33.wav,Base_de_Dados\Escorregamento\Escorregamento_33.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_34.wav,Base_de_Dados\Escorregamento\Escorregamento_34.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_35.wav,Base_de_Dados\Escorregamento\Escorregamento_35.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_36.wav,Base_de_Dados\Escorregamento\Escorregamento_36.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_37.wav,Base_de_Dados\Escorregamento\Escorregamento_37.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_38.wav,Base_de_Dados\Escorregamento\Escorregamento_38.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_39.wav,Base_de_Dados\Escorregamento\Escorregamento_39.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_4.wav,Base_de_Dados\Escorregamento\Escorregamento_4.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_40.wav,Base_de_Dados\Escorregamento\Escorregamento_40.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_41.wav,Base_de_Dados\Escorregamento\Escorregamento_41.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_42.wav,Base_de_Dados\Escorregamento\Escorregamento_42.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_43.wav,Base_de_Dados\Escorregamento\Escorregamento_43.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_44.wav,Base_de_Dados\Escorregamento\Escorregamento_44.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_45.wav,Base_de_Dados\Escorregamento\Escorregamento_45.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_46.wav,Base_de_Dados\Escorregamento\Escorregamento_46.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_47.wav,Base_de_Dados\Escorregamento\Escorregamento_47.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_48.wav,Base_de_Dados\Escorregamento\Escorregamento_48.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_49.wav,Base_de_Dados\Escorregamento\Escorregamento_49.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_5.wav,Base_de_Dados\Escorregamento\Escorregamento_5.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_50.wav,Base_de_Dados\Escorregamento\Escorregamento_50.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_51.wav,Base_de_Dados\Escorregamento\Escorregamento_51.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_52.wav,Base_de_Dados\Escorregamento\Escorregamento_52.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_53.wav,Base_de_Dados\Escorregamento\Escorregamento_53.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_54.wav,Base_de_Dados\Escorregamento\Escorregamento_54.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_55.wav,Base_de_Dados\Escorregamento\Escorregamento_55.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_56.wav,Base_de_Dados\Escorregamento\Escorregamento_56.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_57.wav,Base_de_Dados\Escorregamento\Escorregamento_57.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_58.wav,Base_de_Dados\Escorregamento\Escorregamento_58.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_59.wav,Base_de_Dados\Escorregamento\Escorregamento_59.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_6.wav,Base_de_Dados\Escorregamento\Escorregamento_6.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_60.wav,Base_de_Dados\Escorregamento\Escorregamento_60.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_61.wav,Base_de_Dados\Escorregamento\Escorregamento_61.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_62.wav,Base_de_Dados\Escorregamento\Escorregamento_62.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_63.wav,Base_de_Dados\Escorregamento\Escorregamento_63.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_64.wav,Base_de_Dados\Escorregamento\Escorregamento_64.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_65.wav,Base_de_Dados\Escorregamento\Escorregamento_65.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_66.wav,Base_de_Dados\Escorregamento\Escorregamento_66.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_67.wav,Base_de_Dados\Escorregamento\Escorregamento_67.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_68.wav,Base_de_Dados\Escorregamento\Escorregamento_68.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_69.wav,Base_de_Dados\Escorregamento\Escorregamento_69.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_7.wav,Base_de_Dados\Escorregamento\Escorregamento_7.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_70.wav,Base_de_Dados\Escorregamento\Escorregamento_70.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_71.wav,Base_de_Dados\Escorregamento\Escorregamento_71.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_72.wav,Base_de_Dados\Escorregamento\Escorregamento_72.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_73.wav,Base_de_Dados\Escorregamento\Escorregamento_73.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_74.wav,Base_de_Dados\Escorregamento\Escorregamento_74.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_75.wav,Base_de_Dados\Escorregamento\Escorregamento_75.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_76.wav,Base_de_Dados\Escorregamento\Escorregamento_76.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_77.wav,Base_de_Dados\Escorregamento\Escorregamento_77.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_78.wav,Base_de_Dados\Escorregamento\Escorregamento_78.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_79.wav,Base_de_Dados\Escorregamento\Escorregamento_79.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_8.wav,Base_de_Dados\Escorregamento\Escorregamento_8.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_80.wav,Base_de_Dados\Escorregamento\Escorregamento_80.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_81.wav,Base_de_Dados\Escorregamento\Escorregamento_81.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_82.wav,Base_de_Dados\Escorregamento\Escorregamento_82.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_83.wav,Base_de_Dados\Escorregamento\Escorregamento_83.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_84.wav,Base_de_Dados\Escorregamento\Escorregamento_84.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_85.wav,Base_de_Dados\Escorregamento\Escorregamento_85.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_86.wav,Base_de_Dados\Escorregamento\Escorregamento_86.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_87.wav,Base_de_Dados\Escorregamento\Escorregamento_87.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_88.wav,Base_de_Dados\Escorregamento\Escorregamento_88.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_89.wav,Base_de_Dados\Escorregamento\Escorregamento_89.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_9.wav,Base_de_Dados\Escorregamento\Escorregamento_9.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_90.wav,Base_de_Dados\Escorregamento\Escorregamento_90.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_91.wav,Base_de_Dados\Escorregamento\Escorregamento_91.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_92.wav,Base_de_Dados\Escorregamento\Escorregamento_92.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_93.wav,Base_de_Dados\Escorregamento\Escorregamento_93.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_94.wav,Base_de_Dados\Escorregamento\Escorregamento_94.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_95.wav,Base_de_Dados\Escorregamento\Escorregamento_95.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_96.wav,Base_de_Dados\Escorregamento\Escorregamento_96.wav,Escorregamento,1,Continuous_Friction_and_Wear,test
Escorregamento_97.wav,Base_de_Dados\Escorregamento\Escorregamento_97.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_98.wav,Base_de_Dados\Escorregamento\Escorregamento_98.wav,Escorregamento,1,Continuous_Friction_and_Wear,val
Escorregamento_99.wav,Base_de_Dados\Escorregamento\Escorregamento_99.wav,Escorregamento,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_1.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_1.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_10.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_10.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_100.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_100.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_101.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_101.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,val
Escorregamento_P1_102.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_102.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_103.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_103.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_104.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_104.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_105.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_105.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_106.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_106.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_107.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_107.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_108.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_108.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_109.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_109.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_11.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_11.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_110.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_110.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_111.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_111.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_112.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_112.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_113.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_113.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_114.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_114.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,val
Escorregamento_P1_115.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_115.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_116.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_116.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_117.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_117.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_118.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_118.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,val
Escorregamento_P1_119.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_119.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_12.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_12.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,test
Escorregamento_P1_120.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_120.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_121.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_121.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
Escorregamento_P1_122.wav,Base_de_Dados\Escorregamento_P1\Escorregamento_P1_122.wav,Escorregamento_P1,1,Continuous_Friction_and_Wear,train
